# docs/project/tickets.tsv — THE TICKET INDEX. Every bug, cosmetic item and
# evolution of this project, one row per GitHub issue. THE SOURCE OF TRUTH FOR
# THE LIST (CLAUDE.md [VSP-182], maintainer-ruled 2026-09-14), and this header is
# its spec of record. docs/project/tickets.md is GENERATED from it
# (`python3 tools/tickets.py page`); the gate is tests/test_tickets.sh.
#
# ONE SOURCE OF TRUTH PER QUESTION:
#   the LIST — which tickets exist, their kind and status ...... this file
#   the STORY — report, discussion, rulings as given, resolution  the GitHub issue
#   the FACTS a ticket established .............................. the subject documents ([VSP-12])
#   what a SESSION did .......................................... STATE.md / STATE_HISTORY.md ([VSP-17])
# Live documents name a ticket by its issue number (#N) and never restate its
# status or content. A copy of past content names its origin and date, and goes
# only into a source of truth or an archive.
#
# ENOUGH STAYS LOCAL: without GitHub, the tree must answer four questions about
# every ticket — the four answer columns below. Only the conversation, and a
# third party's report text, may exist on GitHub alone.
#
# repo: DefinitelyFrenchName/VampireSaved
#
# COLUMNS (tab-separated; rows ordered newest issue first):
#   issue     the GitHub issue number, the key. Every issue on GitHub has exactly
#             one row; a ticket with no issue yet does not exist yet.
#   kind      bug | cosmetic | evolution. A change of kind is an edit here and a
#             label on GitHub, never a move.
#               bug        a defect: something does not do what it should
#               cosmetic   presentation only, no gameplay effect
#               evolution  a change or capability to add, not a defect
#   status    open | parked                                   the issue is OPEN
#             done | declined | not-ours | invalid | duplicate  the issue is CLOSED
#               done       fixed, or delivered
#               declined   ruled not to be done
#               not-ours   vanilla behaviour, or outside this project
#               invalid    the premise was refuted
#               duplicate  another ticket holds it (named in `decided`)
#             CLOSED MEANS NOTHING IS LEFT TO DO: an option kept open is its own
#             ticket, linked from this one.
#             GitHub's close reason (completed / not planned) is not mapped:
#             the status is this column's.
#   title     one searchable line, in our words
#   repro     how to reproduce it: a recording, a replay, a rig or a gate
#   decided   what was decided. Rulings are recorded locally whatever channel
#             gave them: STATE "Standing rulings", DECISIONS_HISTORY.md, a doc.
#   learned   what was learned: the mechanism, the measurement
#   wrong     what went wrong: retracted theories, traps, bad patterns
#             Each answer is `none`, or links separated by ` ; `. A link is a
#             repo-relative `path`, which must exist, or `path § text`, where
#             some line of the file must contain the text. `learned` and `wrong`
#             link a LIVE document (a subject doc, a gotchas bucket, a skill),
#             never STATE.md, which rolls, or an archive (`*_HISTORY.md`,
#             `*_history.md`).
#   sessions  the session keys that worked on it, comma-separated
#             (`14z-112,14z-126b`), each resolving in STATE.md or
#             STATE_HISTORY.md; or `-`
#
# BACKFILL DEBT: `?` in any column but issue and title marks a row not yet
# backfilled (the retrofit that opened this file, 2026-09-14). Only issues listed
# in tests/expected/tickets_debt.txt may carry `?`, and that list only SHRINKS:
# the commit that answers a row's last `?` removes the issue from it.
#
# THE GITHUB SIDE: docs/project/tickets_github.tsv is GitHub's issue list as
# saved by `python3 tools/tickets.py refresh` at a session close, and the gate
# compares open/closed against it offline. A NEW TICKET: create the issue,
# refresh, add the row. CLOSING ONE (CLAUDE.md [VSP-182]), in one commit: its
# facts go where they belong; the issue and the tree are reconciled and a closing
# comment states the resolution; this row records the status and the four
# answers; any STATE entry for it moves VERBATIM to STATE_HISTORY.md under the
# closing session's key.
#
# WHAT THE GATE DOES NOT CLAIM: that an answer is ENOUGH. That is judged at the
# close that closes the ticket.
issue	kind	status	title	repro	decided	learned	wrong	sessions
111	bug	done	Coverage rot: the Donovan crash soak picks Jedah, and the continue-switch rig no longer reaches its pairing	tests/audit_don_vs_cpu.sh ; tests/audit_continue_switch.sh ; tests/replays/110_don_arcade_mash.rpl	STATE_HISTORY.md § #111 U,U,R triage posted ; tests/replays/110_don_arcade_mash.rpl § 26 is NOT edited ; DECISIONS_HISTORY.md § #111: the merged expectations for replays 107-110 are DECLINED as superseded	tests/audit_don_vs_cpu.sh § HOW IT IS DETERMINISTIC ; docs/game/gotchas.md § The ladder pick faults on an ODD venue byte	tests/replays/110_don_arcade_mash.rpl § so 26 soaked Jedah on every ; docs/project/gotchas.md § 32 of the tenant-era replays carry this path	14z-109,14z-110,14z-111,14z-157
110	bug	done	audit_fg_damage + audit_pool_free_byte red since 14z-87 — rig constants describe the pre-beep-fix platform (bisected to merged6→merged7)	tests/audit_fg_damage.sh ; tests/audit_pool_free_byte.sh	tests/audit_fg_damage.sh § RE-DERIVED 14z-103 (GitHub #110) ; tests/audit_pool_free_byte.sh § PCOSMO LEG RE-POINTED 14z-103 (GitHub #110)	docs/project/gotchas.md § A 1P-arcade rig is silently pinned to the ARCADE DRAW	docs/project/gotchas.md § The behavioral first-divergence was at MATCH START	14z-103
109	bug	done	Phobos DF clone beams drawn 0xA00 LOW (the 14z-71 bias class through a path the ray fix never covered): per-clone pieces emit at 0x43xx/0x3Dxx where native uses 0x4Dxx — invisible on blank tiles; sound and mechanics fire	tests/audit_clone_beam_lines.sh ; tests/test_biased_list_inventory.sh ; tests/replays/df/100_df_clone_beams.rpl ; tests/replays/df/102_clone_mode_native.rpl	docs/project/patch_notes.md § 14z-102 — #109 THE CLONE-BEAM FIX (row 31) ; docs/project/hardening_register.md § the gold tint KEPT by ; STATE_HISTORY.md § gold tint KEPT ; DECISIONS_HISTORY.md § #109: the clone-beam positive-contact damage leg is FOLDED INTO #136 ; docs/project/tickets.tsv § Tenant move parity vs native VS2	build/manifest/huitzil.toml § 14z-102 THE CLONE-BEAM (GitHub #109): effect-class ROW 31 ; docs/project/hardening_register.md § THE FOREIGN-DRAW CLASS (named at #109, 14z-101)	docs/project/gotchas.md § A scripted motion input is NOT the move you named ; docs/project/gotchas.md § needs a QUIET-FRAME presence profile, or a constant fixture becomes your defect ; tests/audit_clone_beam_lines.sh § THE STROBE vs THE DUMP	14z-101,14z-102,14z-157
108	bug	invalid	Pyron cosmo satellites carry collision word 0x1000 (native: 0x6000) and never enter the projectile sweep — spawn-inherited from the fighter's +0x18; writer unidentified (instrument paradox)	tests/audit_projectile_clash.sh ; tests/replays/106_pyron_cosmo_clash.rpl	HANDOFF.md § #108 RESOLVED NOT-A-DEFECT (14z-101) ; tests/audit_projectile_clash.sh § EXPECT_SAT_SWEEP=1 (the former "fix mode") is REFUSED	tests/audit_projectile_clash.sh § RE-FRAMED 14z-101 ; docs/project/hardening_register.md § pool-vs-pool projectile contact: RIG BUILT — and #108 RESOLVED	docs/project/gotchas.md § (14z-101, GitHub #108): there was no instrument disagreement.	14z-100,14z-101,14z-154,14z-157
107	bug	done	Plausible reconciliation row 0x0448a6->0x02563e is the WRONG SIBLING (neighbor-anchored answer: 0x04367A); live in all three tenants' dispatch farms, cold on the corpus	tests/test_reconcile_matcher.sh	build/manifest/reconciliation.toml § the #107 wrong sibling (4-way tie, first taken) ; docs/project/patch_notes.md § 14z-102 — the #107 row flip — FROZEN	tools/reconcile_batch.py § A TIED TOP IS A LOTTERY, NOT A RESOLUTION (14z-101, GitHub #107) ; docs/project/hardening_register.md § RESOLVED — it WAS the wrong sibling	docs/platform/gotchas.md § the #107 reachability probe first sat at farm entry +0x3088	14z-100,14z-101,14z-102
106	bug	done	pcrel-escape verification does not cover the MERGED image (verify_pcrel_data needs extract/; merged builds have none)	tests/test_pcrel_escapes.sh	build/manifest/pcrel_escapes.toml § MERGED COVERAGE (14z-101, GitHub #106)	tools/verify_pcrel_data.py § MERGED BUILDS (14z-101, GitHub #106) ; docs/project/hardening_register.md § THE MERGED GAP IS CLOSED (14z-101, GitHub #106)	tools/verify_pcrel_data.py § vsav.zip is the pristine GFX DONOR	14z-100,14z-101
105	cosmetic	done	AUTO mode: tenant win screens render as pure white shapes (correct shapes, no fill) — all three tenants	tests/audit_win_pal_auto.sh ; tests/replays/103_tenant_2pwin_auto.rpl ; tests/replays/104_1p_auto_ko_win.rpl	docs/project/patch_notes.md § #105 — AUTO win palettes ; build/manifest/donovan.toml § 8 -> 10 AT THE 14z-99 WINDOW (#105 fix, landed)	docs/game/engine_internals.md § The AUTO-winner palette upload is LATE ; docs/game/gotchas.md § AUTO does not play the character	docs/project/gotchas.md § three traps from the #105 fix arc ; docs/game/gotchas.md § TWO RIG TRAPS hid it for a whole arc	14z-98,14z-99,14z-157
104	bug	done	Victor's headbutt grab (6+HP): tenant victim pose garbled (half squished/knocked-down sprites) — Donovan AND Phobos	tests/audit_don_grab_pose.sh ; tests/test_capture_pose_sources.sh ; tests/replays/96_don_victor_grab.rpl	tests/test_capture_pose_sources.sh § maintainer ruled the fix scope: option (a), full ; tests/audit_don_grab_pose.sh § FIX: RULED 2026-08-19 (maintainer) ; docs/project/patch_notes.md § #104 — native capture keyframes	docs/game/engine_internals.md § the site of GitHub #104 and it is a variant-row alias defect ; build/manifest/donovan.toml § #104: THE CAPTURE-POSE KEYFRAME BLOCKS (14z-99, maintainer-ruled option	docs/project/gotchas.md § two traps from the #104 re-measurement ; tests/audit_don_grab_pose.sh § that 14z-98 (9) reading is RETRACTED	14z-98,14z-99,14z-128
103	bug	done	Donovan KO'd by Lilith in arcade: the lose flow stalls ~8,000 frames (~2 min) before the game-over path fires	tests/audit_don_lilith_ko.sh ; tests/audit_don_ko_writer.sh ; tests/audit_kill_poke_shape.sh	build/manifest/donovan.toml § THE #103 FIX — LANDED AT THE 14z-99 WINDOW ; docs/project/patch_notes.md § #103 — the Donovan arcade lose-flow stall ; DECISIONS_HISTORY.md § #103: naming the move that pinned `hp := 1` is DECLINED	docs/game/engine_internals.md § machine that consumes it (14z-98, measured end to end on #103) ; docs/game/atlas/ram.md § THE ROUND JUDGE KILLS ON THIS WORD'S SIGN ; docs/project/hardening_register.md § Uncovered word-form pc-rel escapes — the #103 class	docs/project/gotchas.md § five traps from the #103 hunt ; docs/project/gotchas.md § the kill/heal POKE SHAPE trap from the #103 close ; docs/platform/gotchas.md § two -debug INSTRUMENT-grammar traps from the #103 close ; docs/project/gotchas.md § The #103 staged block said	14z-97,14z-98,14z-99,14z-128,14z-157
102	bug	not-ours	Arcade ladder: later matches land on earlier venues and the chain can exceed the arcade norm, when switching to/from VS2 characters	tests/audit_continue_ladder.sh	tests/audit_continue_ladder.sh § #102 IS CLOSED — maintainer-ruled 2026-08-19, NOT OURS ; STATE_HISTORY.md § **#102 CLOSED** (maintainer-ruled 2026-08-19, not ours)	tests/audit_continue_ladder.sh § THE ENGINE'S OWN CONTINUE PATH RESETS THE ; docs/game/engine_internals.md § A CONTINUE CLEARS THE IN-USE MASK, so the ladder restarts	none	14z-97,14z-98,14z-99,14z-157
101	cosmetic	done	Phobos grunts when electrocuted (every other hit): vsavj's kernel per-class voice tables alias tenant rows to legacy rows	tests/audit_hui_grunt.sh ; tests/test_kernel_voice_tables.sh ; tests/replays/hui/95_hui_electrocuted_x4.rpl	docs/project/patch_notes.md § 14z-96 — the kernel voice-table port (GitHub #101, maintainer-ruled option (a) ; build/manifest/donovan.toml § THE KERNEL VOICE-TABLE ROWS (14z-96, GitHub #101, option (a))	docs/game/engine_internals.md § consumer no manifest row named until the 14z-96 port (GitHub #101, the ; docs/game/engine_internals.md § The firing PATTERN is engine-side and victim-data-fed ; docs/project/tables/qs_voice_map.md § The kernel voice pairs (14z-96, GitHub #101	docs/game/engine_internals.md § defect. The M5 voice batch never touched this family ; docs/project/gotchas.md § TWO SYMPTOMS ARE ONE DEFECT ONLY IF THE MECHANISM PREDICTS BOTH	14z-96,14z-157
100	cosmetic	declined	Next-stage screen shows Donovan as Victor with a blank portrait (0x13 & 0x0F == 0x03)	none	STATE_HISTORY.md § **#100** (next-stage Victor name) ; DECISIONS_HISTORY.md § #100: the "after MiSTer" residual is FOLDED INTO #125 ; docs/project/tickets.tsv § Arcade-ladder map names and pictures	docs/game/atlas/venue_assets.md § masks the id to 4 bits and stores it at `$130(a5)`, read at ; docs/game/atlas/ram.md § | `RAM:$FF8130` | the character class folded to 4 bits ; docs/game/atlas/venue_assets.md § `$130(a5)` has 14 readers, and they split	tests/audit_ff8130_writers.sh § The #100-shaped scan on the same image returns exactly {0x00A446}: the immediate ; docs/game/atlas/venue_assets.md § #100's scan, which reads the displacement	14z-94,14z-95,14z-157
99	bug	done	CRASH-reset: Donovan vs Phobos at fight start, 5th arcade match after continue-with-character-switch (merged-m2 playtest)	tests/inp/crash-merged-m8-01/NOTE ; tests/test_inp_crash_merged_m8_01.sh ; tests/test_inp_corpus.sh ; tests/audit_continue_switch.sh	tests/expected/registry.tsv § maintainer chose option A, 2026-08-27 ; build/manifest/bank_map.toml § UNPARKED 14z-111 (#99 ROOT CAUSE) ; DECISIONS_HISTORY.md § #99 — THE TYPE-0x51 REMAP ; STATE_HISTORY.md § #99 CLOSED ON A GREEN FIELD	docs/game/engine_internals.md § The CPU AI action-script system (14z-111, measured on the #99 capture) ; docs/game/atlas/character_tables.md § The CPU AI action-script tables ; docs/project/gotchas.md § and the engines RENUMBERED families between games (14z-109, the #99 crash)	CLAUDE.md § rig-derived mechanism that was never the field crash ; docs/project/mister_field.md § The board is a witness, not the instrument. ; docs/game/engine_internals.md § crash's ROOT cause sat upstream ; docs/project/gotchas.md § A 1P-arcade rig is silently pinned to the ARCADE DRAW	14z-94,14z-95,14z-97,14z-99,14z-100,14z-109,14z-110,14z-110b,14z-111,14z-112,14z-129
98	bug	done	audit_pyron_ring's frozen ring inventory belongs to superseded builds and needs re-measuring	tests/audit_pyron_ring.sh	tests/audit_pyron_ring.sh § GREEN AGAIN 14z-95 (GitHub #98) — and the inventory was never re-frozen.	tests/audit_pyron_ring.sh § GitHub #98, resolved 14z-95. The set comparison this used to do reported	tests/audit_pyron_ring.sh § which reads as a merge regression. It is not one.	14z-94,14z-95
97	bug	done	Gates build into TRACKED build/ paths, so the pre-commit chain dirties the working tree	tests/test_no_tracked_mutation.sh	.gitignore § GATE-WRITTEN BUILD DIRS (14z-95, GitHub #97) ; docs/project/build_dir_triage.md § N-2 per track	.gitignore § a directory a GATE WRITES TO cannot also be a TRACKED REFERENCE	tests/test_no_tracked_mutation.sh § A pre-commit chain whose own side effect is a diff is one	14z-94,14z-95
96	bug	done	test_m2a_stage4_code: 06_test_mode masked first-divergence is NONE, expected 700	tests/test_m2a_stage4_code.sh ; tests/test_m2a_target_resolution.sh ; tests/test_m2a_target_policy.sh ; tests/test_masked_compare.sh	DECISIONS_HISTORY.md § Copied 2026-09-15 from GitHub #96 ; tests/test_m2a_target_policy.sh § The question was answered on 2026-08-19 (maintainer, GitHub #96, option ; HANDOFF.md § TWO REGISTRY ROWS ARE NOT BUILDS	tests/expected/donovan-m19-stock/README.md § This is the frame the whole of #96 came down to ; docs/game/atlas/ram.md § GitHub #70/#96 — it used to be written out again	tests/test_m2a_flicker_gate.sh § REWRITTEN 14z-97 (GitHub #96) — AND THE PREDICATE IT USED TO LOCK IS NOW ; tools/propose_masked_specs.sh § CANONICALISE THE BUILD PATH FIRST (14z-97)	14z-94,14z-95,14z-96,14z-97,14z-157
95	bug	done	test_dualtrack compares two build dirs from different generations (732 unattributed bytes)	tests/test_dualtrack.sh	CLAUDE.md § (ratified 2026-08-17, GitHub #95) ; tests/test_dualtrack.sh § RE-SCOPED 14z-94, MAINTAINER-RATIFIED 2026-08-17 (GitHub #95):	tests/test_dualtrack.sh § Section 3 attributes the ONSET, measured 14z-94 (GitHub #95). ; tests/test_dualtrack.sh § and the WRITER IS THE SAME on both legs, `PRG:0x01C186`, with ; .claude/skills/vampire-saved-port/SKILL.md § [VSP-25] **Dual-track inertness means bit-identical UP TO SELECT ENTRY	tests/test_dualtrack.sh § RETRACTED 14z-94 (GitHub #95): this said "the WIDE build must be ; tests/test_dualtrack.sh § RETRACTED 14z-94: this block used to say "Measured 14z-59j, its ; tests/run_all_static.sh § (GitHub #95) while CLAUDE.md §4 cited it as one of FBNeo's three guarantees. ; tests/test_dualtrack.sh § A RED HERE IS NOT A STALE LEG until the fingerprints say so	14z-94,14z-157
94	bug	done	audit_pyron_ring references build/pyron22, which lacks vsw.z01/z02 (4th reference-rot instance)	tests/test_build_ref_rot.sh	tests/test_build_ref_rot.sh § ABSENT IS NOT ROTTED. ; tests/audit_pyron_ring.sh § RE-POINTED 14z-94 (GitHub #94). Both defaults had rotted	tests/test_build_ref_rot.sh § AND IT MUST CONSIDER WHAT THE SCRIPT READS. ; tests/test_build_ref_rot.sh § THE SIGNATURE IS PRECISE.	tests/test_build_ref_rot.sh § THE CLASS. Build dirs are UNTRACKED by design ; tests/test_build_ref_rot.sh § 14z-97: TWO GAPS CLOSED, and the second one is a different failure	14z-94,14z-97
93	bug	done	audit_qs_voice_batch fails on the keyon multiset A/B (pre-existing, not #10)	tests/audit_qs_voice_batch.sh	tools/check_qs_voice_batch.py § THE FROZEN SOURCE DIFFERENCE (GitHub #93, maintainer-ruled 2026-08-19). ; build/manifest/huitzil.toml § RULED 2026-08-19 (maintainer): the expectation is FROZEN, the byte ; STATE_HISTORY.md § #93 RULED AND CLOSED: the expectation frozen, ; DECISIONS_HISTORY.md § #93: option C (a tenant-only authored copy if the chirp tail is ever heard)	tools/check_qs_voice_batch.py § Bank 108's trap-family sample (vsavj record #506, keyed by 12 vanilla ids: ; docs/game/engine_internals.md § 0x00; GitHub #93) — so the restoration is a synthesized vsavj twin stub ; docs/project/tables/sfx_records.md § CAVEAT 14z-95 (GitHub #93) ; tools/check_qs_voice_batch.py § The first field is the QSound HARDWARE CHANNEL	build/manifest/huitzil.toml § CORRECTED 14z-95 (GitHub #93): the adoption ; docs/project/gotchas.md § [CORRECTED 14z-95, GitHub #93: for 20,480 of 20,481 bytes ; docs/project/gotchas.md § **Python's `hash()` in printed output is PER-PROCESS random.** ; tools/check_qs_voice_batch.py § STABLE DIGESTS (14z-96) ; tools/check_qs_voice_batch.py § The compare is ONE-SIDED (#93)	14z-94,14z-95,14z-96,14z-157
92	bug	done	Second crash on the Huitzil arcade marathon: vec3 at the vanilla 5-entry dispatcher 0x1afb4 (unmasked by resolving #91's tripwire)	tests/test_voice_row_range.sh ; tests/test_decode_stage_banners.sh ; tests/audit_tripwire_reach.sh	build/manifest/huitzil.toml § THE #92 FIX (14z-94, maintainer-decided). ; docs/project/patch_notes.md § ABARAYA, maintainer-ruled 2026-08-17 ; STATE_HISTORY.md § **RULED 2026-08-17 (maintainer): "any stage EXCEPT Fetus of God, take the one	docs/game/engine_internals.md § the #92 crash; decoded end to end and confirmed on screen ; tools/decode_stage_banners.py § That single missing stage is	docs/game/engine_internals.md § Do not conclude a base offset from arithmetic alone ; docs/game/engine_internals.md § reads IDENTICALLY on stock and WIDE (measured 14z-93) ; tests/test_decode_stage_banners.sh § manufactures a tidy "+8 renumber between the ; tests/test_voice_row_range.sh § caught an off-by-one in its author's derivation ; HANDOFF.md § NOT Huitzil-only — retracted 14z-93 ; docs/platform/gotchas.md § A MAME BREAKPOINT CONDITION THAT DOES NOT PARSE SETS NO BREAKPOINT ; docs/platform/gotchas.md § A breakpoint instrument driving replay input is only trustworthy when ; .claude/skills/mame-fbneo-instruments/SKILL.md § [MFI-6] **Condition a breakpoint that drives replay input so it fires a HANDFUL of times per run**	14z-93,14z-94,14z-126b,14z-157
91	bug	done	A planted ILLEGAL tripwire is REACHABLE on the shipping merged build (unresolved vs2 0x494de, a divide helper vsavj already has)	tests/audit_tripwire_reach.sh	build/manifest/reconciliation.toml § Target chosen by CALLER COUNT, not by byte match alone ; HANDOFF.md § why the re-freeze waited for #92 rather than shipping twice ; tests/expected/registry.tsv § 14z-94, THE #91+#92 FIX.	docs/project/tables/reconciliation.md § vs2 `0x494de` (the 32-bit divide helper behind GitHub #91) ; docs/project/tables/reconciliation.md § tripwire that fires in play is a rule-6 stop ; HANDOFF.md § THE DURABLE PART: `run_suite` does not see this class	HANDOFF.md § NOT Huitzil-only — retracted 14z-93 ; CLAUDE.md § FIELD REPORTS ARE RECORDINGS (maintainer-ruled 2026-08-27, 14z-111)	14z-93,14z-94,14z-126b,14z-157
90	bug	done	test_pyron_ladder's stage-4 boot probe asserts a clean forced-pick boot on a build with none of Pyron's port	tests/test_pyron_ladder.sh	DECISIONS_HISTORY.md § Copied 2026-09-15 from GitHub #90 ; tests/test_pyron_ladder.sh § THE BOOT PROBE RUNS ON THE STAGE-6 RUNG (14z-93, GitHub #90) ; tests/test_pyron_ladder.sh § reviewed authority for those is build/manifest/shared_writes.toml,	tests/test_pyron_ladder.sh § STAGE 6 IS IN THE LADDER (14z-93, GitHub #90).	tests/test_pyron_ladder.sh § The ladder inherited this shape from Huitzil, whose manifest genuinely ; tools/force_pick_probe.sh § ROMSET DID NOT LOAD — not a crash.	14z-93,14z-157
89	bug	done	Bind QSound audits to the supplied build’s ledger	tests/test_qs_ledger_binding.sh	tools/build_qs_songs.py § THE LEDGER IS EMITTED BY DEFAULT (14z-94, GitHub #89). ; tools/qs_ledger.py § QS_LEDGER_UNBOUND=1 overrides, deliberately loudly	tools/build_qs_songs.py § Scoped to these three members rather than the whole zip on purpose: ; tests/test_qs_ledger_binding.sh § AND NO BUILD CARRIED A LEDGER	tests/test_qs_ledger_binding.sh § Note a ledger-only mode is NOT the fix and could not be ; tests/audit_qs_voice_batch.sh § It used to attempt `build_qs_songs.py --dry-run` ; tools/qs_ledger.py § QS_LEDGER_UNBOUND=1 DOES NOT HELP HERE, and this message used	14z-92,14z-94,14z-95
88	bug	done	Make run_suite freeze replace stale divergence expectations	tests/test_freeze_retires_diverge.sh	tests/run_suite.sh § RETIRE A SUPERSEDED .diverge (14z-94, GitHub #88). ; tests/run_suite.sh § Retired, not deleted: a .diverge is a ratified allowance and the	tests/run_suite.sh § dispatch consults .diverge before .sha1, so leaving it would make the	none	14z-92,14z-94
87	bug	done	Consume or remove inert graphics-layout fields	tests/test_gfx_layout_fields_live.sh	tools/build_gfx_donovan.py § These are checked rather than obeyed, deliberately. ; build/manifest/gfx_layout3.toml § SCATTER = everything placed OUTSIDE the band. RE-MEASURED 14z-94 (GitHub	tests/test_gfx_layout_fields_live.sh § AND IT HAD ALREADY DRIFTED, which is the point. ; build/manifest/gfx_layout3.toml § are 270 in TWO parts:	tools/build_gfx_donovan.py § whose docstring even cites "gfx_layout3.toml's collision_rule" while not	14z-92,14z-94
86	bug	done	Publish masked bases transactionally	tests/test_basis_publish_atomic.sh	tools/freeze_masked_basis.sh § guard 4: STAGE, THEN PUBLISH ATOMICALLY (14z-94, GitHub #86).	tools/freeze_masked_basis.sh § An existing basis is seeded into staging first ; tools/freeze_masked_basis.sh § Two renames rather than one because POSIX rename() will not	docs/project/gotchas.md § `VAR=value funcname` PERSISTS after a shell function returns	14z-92,14z-94
85	bug	done	Align QSound WAV windows with CPS frame timing	tests/test_qs_wav_timebase.sh ; tests/audit_qs_voice_wav.sh	tools/check_qs_voice_wav.py § Derived from MAME's own constants ; tests/audit_qs_voice_wav.sh § RUN AT BOTH ENDS OF THE SWEEP (14z-94, GitHub #85)	tools/check_qs_voice_wav.py § CPS-2 DOES NOT RUN AT 60 Hz (14z-94, GitHub #85) ; tests/audit_qs_voice_wav.sh § BOTH ENDS ARE THE LAST *SOUNDING* WINDOWS, NOT THE LAST INDICES	tests/test_qs_wav_timebase.sh § AND THE CONTROL COULD NOT SEE IT ; tests/test_qs_wav_timebase.sh § agreed with the bug instead of catching it ; tests/audit_qs_voice_wav.sh § the control had been DEAD at the late end and said so	14z-92,14z-94,14z-129
84	bug	done	Pass Pyron tenant selection into every ladder build	tests/test_pyron_ladder.sh ; tests/test_shell_portability.sh	tests/test_pyron_ladder.sh § ASSERT WHAT WAS ACTUALLY BUILT ; STATE_HISTORY.md § closed, residue split to ; tests/test_pyron_ladder.sh § STAGE 6 IS IN THE LADDER (14z-93, GitHub #90)	tests/test_shell_portability.sh § THE ASSIGNMENT-ONLY CONTINUATION CHAIN (added 14z-92, GitHub #84) ; tests/test_pyron_ladder.sh § STAGE-4 EXEMPTIONS — REWRITTEN 14z-92 (found by fixing GitHub #84)	tests/test_pyron_ladder.sh § This ladder was building and validating Donovan at every stage ; docs/project/gotchas.md § A `|| fallback` after a pipeline reads the LAST command's status	14z-92,14z-93
83	bug	done	Add both players’ meter state to the mapped emulator oracle	tests/test_meter_in_field_map.sh	tests/fields_m2a.tsv § METER (14z-94, GitHub #83)	tests/test_meter_in_field_map.sh § compare_fields.py only reads what the TSV lists ; tests/fields_m2a.tsv § The existing dump windows already	tests/test_meter_in_field_map.sh § mapped everything in that sentence EXCEPT meter ; tests/test_meter_in_field_map.sh § a 6-frame fixture produced	14z-92,14z-94
82	bug	done	Include the QSound terminal sample byte in batch audits	tests/test_qs_window_law.sh	tools/qs_window.py § WHY THIS MODULE EXISTS RATHER THAN THREE COPIES	docs/platform/gotchas.md § QSound packing law #3: the record's `end` offset PLAYS ; .claude/skills/cps2-hardware/SKILL.md § [CPH-21] ; tools/qs_window.py § Bounds are CHECKED, never clamped	tools/audit_qs_voice_batch.py § THAT BELIEF WAS SUPERSEDED AT 14z-87b ; tests/test_qs_window_law.sh § The tree contradicted itself in writing	14z-92,14z-93,14z-94
81	bug	done	Run generator mutation controls without editing tracked source	tests/test_no_tracked_mutation.sh	tests/lib/shadow_tools.sh § The copy is what gets perturbed; the real tree is never written ; HANDOFF.md § never edit tracked source from a test	tests/lib/shadow_tools.sh § WHY A SHADOW ROOT AND NOT JUST A COPY OF THE FILE	tests/test_no_tracked_mutation.sh § it compared the file against a snapshot taken by THAT run ; tests/lib/shadow_tools.sh § An exit trap covers an ordinary Ctrl-C and nothing else	14z-92,14z-94
80	bug	done	Guard setup_mame’s destructive mirror target	tests/test_mame_mirror_guard.sh	tools/setup_mame.sh § TWO INDEPENDENT CHECKS, because either alone leaves a hole ; DECISIONS_HISTORY.md § #80: dropping the `tools/setup_mame.sh` mirror is DECLINED	tests/test_mame_mirror_guard.sh § Both of this machine's real mirrors predate the sentinel ; tools/setup_mame.sh § Claim the target BEFORE the destructive step	tools/setup_mame.sh § came from an environment variable whose only validation was	14z-92,14z-94,14z-157
79	bug	done	Make graphics safety checks survive optimized Python	tests/test_optimize_guard.sh	tests/test_optimize_guard.sh § THE FIX IS TO REFUSE THE MODE, not to convert the statements	tests/test_optimize_guard.sh § #79 named the first two. Section 3 found the other four ; tools/cps2_decrypt.py § it VANISHES, and a bad result exits 0	tests/test_optimize_guard.sh § Both layers vanish together, which is the property	14z-92,14z-94
78	evolution	done	Add the direct FBNeo hacked-build legacy oracle	tests/test_fbneo_legacy_oracle.sh	CLAUDE.md § ACCEPTED-AND-DEFERRED: every FBNeo gate is a live A/B by design ; CLAUDE.md § GitHub #78): the sound-driver work area ; tests/test_fbneo_legacy_oracle.sh § SCOPE, STATED PLAINLY (maintainer-agreed 14z-92) ; tests/test_fbneo_legacy_oracle.sh § THE TWO FBNeo-ONLY PHASE CLASSES — RATIFIED 2026-08-16 ; DECISIONS_HISTORY.md § #78: the full FBNeo legacy track becomes its own ticket, #141 ; docs/project/tickets.tsv § The full FBNeo hacked-vs-vanilla legacy track	docs/game/atlas/ram.md § RATIFIED §4 phase class 14z-93 (GitHub #78 ; docs/game/atlas/ram.md § EXTENDED 14z-93 (GitHub #78, maintainer-ratified 2026-08-16) ; .claude/skills/vampire-saved-port/SKILL.md § The two FBNeo-only phase classes are FROZEN INVENTORIES	tests/test_fbneo_legacy_oracle.sh § because the 14z-92 prose recorded only the FIRST byte of each ; docs/game/atlas/ram.md § this row used to add "and it appears only on tenant-content replays ; CLAUDE.md § **Which emulator runs which oracle** (corrected 2026-08-16,	14z-92,14z-93,14z-157
